X,Y,Omega,Omegadt,Theta,Thetadt,Psi,d,T
5.2219576587143361,-0.045583748529672868,-0.0047757342639383289,0.0033168470460181307,-0.020605451674309015,0.11705231039064537,0.0,0,0
5.2497306587388719,-0.046098926080354888,-0.0047425657934781476,0.0033415617407784853,-0.019434928570402563,0.11623935768328798,0.0,0,0
5.2775035626363733,-0.046619259984440824,-0.0047091501760703628,0.0043193023704224702,-0.018272534993569681,0.11542034745270502,0.0,0,0
5.305276374991613,-0.047144457235235922,-0.004665957152366138,0.005127858668986348,-0.017118331519042632,0.1143616949109348,0.0,0,0
5.3330491005042164,-0.047674226876849558,-0.0046146785656762746,0.0041562928620534675,-0.015974714569933286,0.11310486680579108,0.0,-0.02,0
5.3608217439778558,-0.048208280018152423,-0.0045731156370557398,0.0026058341612040679,-0.014843665901875375,-0.091455456687265943,0.0,-0.02,-2
5.388594310298318,-0.048746330431347955,-0.0045470572954436992,0.0036721245169404728,-0.015758220468748033,-0.092094141530698309,0.0,0,0
5.4163668044134159,-0.049288095046709474,-0.0045103360502742945,0.0046771874135485853,-0.016679161884055018,-0.092994172049556262,0.0,0,0
5.4441392213301043,-0.049833802731501842,-0.004463564176138809,0.0050964188567255925,-0.017609103604550581,-0.094140541513661302,0.0,0,0
5.4719115559260745,-0.05038368395604078,-0.0044125999875715529,0.0058188662592498453,-0.018550509019687193,-0.095389663782466591,0.0,0,0
5.4996838029300115,-0.050937971448157385,-0.0043544113249790548,0.0056978960609668002,-0.01950440565751186,-0.096815856493067037,0.0,0,0
5.5274559569019281,-0.051496900810190843,-0.0042974323643693866,0.0062309808022982804,-0.020472564222442532,0.10532922461689681,0.0,0.02,2
5.5552280122200584,-0.052060710776688911,-0.0042351225563464039,0.0072045082082750206,-0.019419271976273564,0.10380202343986292,0.0,0,0
5.5829999630634539,-0.052629643658186093,-0.0041630774742636538,0.0081097907491451838,-0.018381251741874934,0.10203621260450139,0.0,0,0
5.6107718139353269,-0.053203435800047195,-0.0040819795667722016,0.0077549234280074111,-0.017360889615829919,0.1000485187934364,0.0,0,0
5.6385435693974486,-0.053781827383407067,-0.0040044303324921274,0.0096774872834194739,-0.016360404427895554,0.098147802266963999,0.0,0.02,0
5.6663152340477367,-0.054364563021170452,-0.0039076554596579327,0.010437405803746006,-0.015378926405225915,0.095775869109263154,0.0,0.02,0
5.6940868124986439,-0.054951392312116973,-0.0038032814016204725,0.012373935172316743,-0.014421167714133282,0.093217681412266579,0.0,0.02,0
5.7218583093720055,-0.055542069622061603,-0.0036795420498973051,0.012224269645415665,-0.013488990900010617,0.09018485416414973,0.0,-0.02,0
5.7496297292645826,-0.056136355261967204,-0.0035572993534431483,0.011637833081196822,-0.01258714235836912,0.087188709643214513,0.0,-0.02,0
5.777401076728653,-0.056734015952901305,-0.0034409210226311799,0.010857346085957908,-0.011715255261936975,0.084336299574293727,0.0,-0.02,0
5.8051723562372333,-0.057334826012654633,-0.0033323475617716009,0.010375124296269623,-0.010871892266194037,0.081675185337539341,0.0,-0.02,0
5.8329435721770224,-0.057938567262871783,-0.0032285963188089044,0.0096741535094976468,-0.010055140412818643,0.079132262715904636,0.0,-0.02,0
